restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,location
Baskin Robbins - Ice Cream Desserts,4.3,150,31,0,0,0,0,0,0,Bikaner
Baskin Robbins - Ice Cream Desserts,4.3,150,33,0,0,0,0,0,0,Varanasi
Baskin Robbins - Ice Cream Desserts,4.3,150,40,0,0,0,0,0,0,Coimbatore
Baskin Robbins - Ice Cream Desserts,4.3,200,24,0,0,0,0,0,0,Belgaum
Baskin Robbins - Ice Cream Desserts,4.3,200,25,0,0,0,0,0,0,Jodhpur
Baskin Robbins - Ice Cream Desserts,4.3,250,51,0,0,0,0,0,0,Chennai
Baskin Robbins - Ice Cream Desserts,4.3,350,26,0,0,0,0,0,0,Bhubaneswar
Baskin Robbins - Ice Cream Desserts,4.4,100,11,0,0,0,0,0,0,Rajkot
Baskin Robbins - Ice Cream Desserts,4.4,100,13,0,0,0,0,0,0,Jaipur
Baskin Robbins - Ice Cream Desserts,4.4,100,14,0,0,0,0,0,0,Gaya
Baskin Robbins - Ice Cream Desserts,4.4,100,14,0,0,0,0,0,1,Guwahati
Baskin Robbins - Ice Cream Desserts,4.4,100,22,0,0,0,0,0,0,Dhanbad
Baskin Robbins - Ice Cream Desserts,4.4,150,16,0,0,0,0,0,0,Kota
Baskin Robbins - Ice Cream Desserts,4.4,150,17,0,0,0,0,0,0,Goa
Baskin Robbins - Ice Cream Desserts,4.4,150,20,0,0,0,0,0,0,Meerut
Baskin Robbins - Ice Cream Desserts,4.4,150,23,0,0,0,0,0,0,Delhi NCR
Baskin Robbins - Ice Cream Desserts,4.4,200,21,0,0,0,0,0,0,Asansol
Baskin Robbins - Ice Cream Desserts,4.4,250,17,0,0,0,0,0,0,NCR
Baskin Robbins - Ice Cream Desserts,4.4,250,23,0,0,0,0,0,0,Patna
Baskin Robbins - Ice Cream Desserts,4.4,250,30,0,0,0,0,0,0,Hyderabad
Baskin Robbins - Ice Cream Desserts,4.4,300,21,0,0,0,0,0,0,Jalandhar
Baskin Robbins - Ice Cream Desserts,4.4,300,31,0,0,0,0,0,0,Agra
Baskin Robbins - Ice Cream Desserts,4.5,100,18,0,0,0,0,0,1,Mumbai
Baskin Robbins - Ice Cream Desserts,4.5,100,27,0,0,0,0,0,1,Jabalpur
Baskin Robbins - Ice Cream Desserts,4.5,100,29,0,0,0,0,0,0,Indore
Baskin Robbins - Ice Cream Desserts,4.5,150,14,0,0,0,0,0,0,Gorakhpur
Baskin Robbins - Ice Cream Desserts,4.5,150,20,0,0,0,0,0,0,Allahabad
Baskin Robbins - Ice Cream Desserts,4.5,150,23,0,0,0,0,0,0,Durgapur
Baskin Robbins - Ice Cream Desserts,4.6,250,27,0,0,0,0,0,0,Mysore
Baskin Robbins Happyness Shakes,3.4,50,24,0,0,0,0,0,0,Guwahati
Baskin Robbins Happyness Shakes,4,200,28,0,0,0,0,0,1,Kolkata
Basmati Biryani Restaurant,4,150,30,0,1,0,0,1,0,Madurai
Basseraa,3.7,200,24,1,1,1,1,1,0,Goa
Basuri Pure Veg,3.9,150,31,1,1,1,0,0,0,Solapur
Bathinda Junction,4.1,250,53,0,1,0,1,0,0,Bangalore
Bati Chokha Wala,4.1,150,36,0,1,0,1,0,0,Allahabad
Bati Chokha Wala Family Restaurant,4,200,37,0,1,0,0,0,0,Allahabad
Bati Chokha Wala Family Restaurant,4.3,100,25,0,1,0,0,0,0,Allahabad
Batido,4,100,39,0,0,1,0,0,0,Siliguri
Batido The Shake Paradise,4.2,100,31,0,0,0,0,0,0,Patna
Batido The Shake Paradise,4.2,250,27,0,0,1,0,0,0,Patna
Batlohi Ktchen,3.3,200,24,0,1,1,0,1,0,Siliguri
Batra Confectionary,3.4,150,25,0,0,1,1,0,1,Ludhiana
Batra's Lemon Chicken,4.1,100,34,0,1,0,0,0,0,Surat
Batter,4.2,100,31,0,0,0,0,0,0,Chennai
Batter and Berries,4.1,200,57,0,0,0,0,0,0,Goa
Bawa 24X7,3.5,100,44,0,0,1,0,0,0,Bhopal
Bawa Gian Da Dhaba,3.4,100,27,0,1,0,1,0,0,Patiala
Bawa Ice Cream & Cake Shop,4.2,200,33,0,0,0,0,0,1,Ludhiana
Bawa Zest By Cheron,4.3,200,38,0,0,1,0,0,1,Mumbai
Bawandar Momos,4,150,22,0,0,0,0,0,0,Bareilly
Bawarchee - The Mughal Zyka,4.1,50,34,0,1,0,0,1,0,Siliguri
Bawarchi,3.8,200,29,0,1,0,0,1,0,Goa
Bawarchi,4.1,300,29,0,1,0,0,0,0,Patna
Bawarchi,4.1,300,50,0,0,1,0,0,0,Kolkata
Bawarchi,4.2,100,36,0,1,0,0,1,0,Hyderabad
Bawarchi,4.2,100,45,0,1,1,0,0,0,NCR
Bawarchi,4.4,150,23,1,1,1,0,0,0,Udaipur
Bawarchi Biriyani Paradise,3.7,300,49,0,1,1,0,1,0,Bangalore
Bawarchi Biryani,3.2,100,25,0,0,0,0,1,0,Ahmedabad
Bawarchi Biryani,4.1,150,31,0,0,0,0,1,0,Kolhapur
Bawarchi Biryani And Paratha,3.8,150,32,0,1,0,0,1,0,Vadodara
Bawarchi Biryani Center,3.2,100,41,0,1,0,1,1,0,Nagpur
Bawarchi Chur Chur Naan,4.1,200,33,0,1,0,0,0,0,Indore
Bawarchi Express,3.4,250,21,0,0,0,0,1,0,Bareilly
Bawarchi Express,3.8,150,34,0,1,1,0,0,0,Jamshedpur
Bawarchi Express,3.9,150,51,0,1,1,1,1,0,Cuttack
Bawarchi Family Restro,3.7,150,36,0,1,1,0,1,0,Siliguri
Bawarchi Fast Food,3.8,200,27,0,1,1,0,1,0,Cuttack
Bawarchi Hyderabadi Dum Biriyani,4.1,450,27,0,1,0,0,1,0,Nellore
Bawarchi Restaurant,3.7,200,44,1,1,1,0,0,0,Nagpur
Bawarchi Restaurant,4.1,100,47,0,1,0,0,0,0,Darbhanga
Bawarchi The Taste Of India,4.1,100,47,0,0,0,0,1,0,Kharagpur
Bawarchi Veg & Nonveg Restaurant,3.3,150,39,0,1,0,0,1,0,Vadodara
Bawarchii's,3.9,200,29,1,1,1,1,0,0,Ludhiana
Bawarchi's,4.2,100,27,1,1,1,0,1,0,Chandigarh
Bawarchi's Am Pm,4,100,29,0,1,1,1,0,0,Amritsar
Bawarchi's By Mannat,3.8,100,29,0,1,0,0,0,0,Amritsar
Bay 15,4.3,400,49,0,1,0,0,0,0,Goa
Bay Burger,2.8,150,36,0,0,1,0,0,0,Chandigarh
Bay Leaf Fine Dine Restaurant,3.4,50,27,1,1,0,0,0,0,Warangal
Bayleaf,4.2,100,22,0,1,1,0,0,0,Amritsar
Bayleaf - Hotel Express Residency,4.1,100,33,1,1,0,0,0,0,Vadodara
Bayleaf OTG (On The Go),4.4,100,34,0,1,0,0,0,0,Chennai
Bayroute,4.2,250,58,0,0,0,0,0,0,Mumbai
Bazaar - Zone By The Park,3.2,150,30,1,1,0,0,0,0,Coimbatore
Bazaar - Zone By The Park,4.2,200,29,0,1,1,0,0,0,Jodhpur
Bazeera Hotel,3.4,150,39,1,0,0,0,0,0,Madurai
BB Baker's,3.3,150,38,0,0,0,0,0,1,Dehradun
BBC Courtyard,4.1,250,38,0,1,0,0,0,0,Nagpur
BBH Restaurant & Cafe,3.8,150,29,1,1,0,0,0,0,Coimbatore
BBM Fast Food,3.2,100,35,0,0,1,0,0,0,Bhopal
BBQ Bake,3.9,100,49,0,1,0,0,0,0,Lucknow
BBQ Bros,4.2,150,40,0,0,1,0,0,0,Chennai
BBQ by Sayaji,4.1,300,47,0,0,0,0,0,0,Kolhapur
BBQ Corner,3.6,300,27,0,1,1,0,1,0,Aligarh
BBQ Kitchen,3.7,100,39,0,1,0,0,0,0,Mangalore
BBQ Master,3.7,400,28,0,0,1,0,0,0,Puducherry
BBQ Master,4.2,100,48,0,0,1,0,0,0,Chennai
BBQ Takeaway The Kebab Shop,4,100,38,0,1,0,0,0,0,Jaipur
BC Cafe,4.3,150,29,0,0,1,0,0,0,Thrissur
BCC Bakery Cum Cafe,3.7,150,37,0,1,1,0,0,1,Moradabad
B'creamy,3.3,50,34,0,0,0,0,0,0,Amravati
B'creamy,3.9,150,20,0,0,0,0,0,0,Nagpur
B'creamy By Bismillah,4,200,17,0,0,0,0,0,0,Bhavnagar
Be Hungry Take Away,3.5,100,33,1,0,1,0,0,0,Jaipur
Beachville Coffee Roasters,4.4,150,42,0,0,1,0,0,0,Chennai
Bean Addiction Cafe,3.7,50,47,0,0,1,0,0,0,Surat
Bean Bag Cafe,4.1,100,29,0,0,1,1,0,0,Ranchi
Bean Sahab Coffee,4.3,300,30,0,0,1,0,0,0,NCR
Beanery,3.9,100,46,0,1,1,1,0,0,Udaipur
Beanista Restro Cafe,3.7,250,28,0,0,1,1,0,0,Jalandhar
Beans & Cream Dessert House & Cafe,3.9,100,36,0,0,1,0,0,0,Ajmer
Bear Chi,3.6,100,35,0,0,0,0,0,0,Ludhiana
Beas Punjabi Dhaba,4.2,50,27,0,1,1,0,0,0,Manali
Beatrix,4.4,100,49,0,1,1,0,0,0,Guwahati
Bebe Di Roti,3.8,100,32,0,1,0,0,0,0,Siliguri
Bebo Pizza Burgers & Biryani,3.4,250,49,0,0,1,0,1,0,Gaya
Bebo's Kitchen,3.2,350,53,1,1,0,0,0,0,Allahabad
Bedi's Naan House,3.8,100,44,0,1,0,0,1,0,Pune
Bedouin Restaurant,4,200,51,0,0,0,0,0,0,Kolkata
Beduin,4,150,37,0,1,0,1,1,0,Durgapur
Bedween,4.3,200,26,0,0,0,0,1,0,Siliguri
Bee Burg,4.3,150,31,0,0,0,0,0,0,Jalandhar
Bee Kay Confectioners,4.4,100,18,0,0,1,0,0,1,Chandigarh
Bee Waffles,4.1,200,29,0,0,0,0,0,0,Rajkot
Beef Bhai,4.1,100,41,1,0,1,0,0,0,Chennai
Beef Biriyani & Kebab,4,250,42,1,0,0,0,1,0,Chennai
Beef Fiesta,3.6,150,61,0,1,0,1,0,0,Kolkata
Beefy Affair,3.8,200,52,0,0,0,0,0,0,Kolkata
Beeji Restaurant,4,150,29,0,1,0,0,0,0,Indore
Beekays,4,300,44,0,0,1,0,0,0,Shimla
Beena Fast Food,4,100,41,0,0,1,0,0,1,Meerut
Beenos,3.9,100,31,0,1,0,0,0,0,Dehradun
Beer Ji - Special Chaap Corner,3.3,200,34,0,1,0,0,0,0,Meerut
Beertales,4.4,600,49,0,1,0,0,0,0,Dehradun
Begam's Biryani,3.9,150,22,0,1,0,0,1,0,Goa
Begum's Biryani,3.4,200,36,0,1,0,0,1,0,Bhopal
Behind Yellow Doors Diner,4,350,44,0,1,0,0,0,0,Varanasi
Behrouz Biryani,3.7,150,24,0,0,0,0,1,0,Thrissur
Behrouz Biryani,3.8,200,32,0,0,0,0,1,0,Nellore
Behrouz Biryani,3.8,250,22,0,0,0,0,1,0,Vijayawada
Behrouz Biryani,3.9,200,31,0,0,0,0,1,0,Coimbatore
Behrouz Biryani,4,50,18,0,0,0,0,1,0,Patiala
Behrouz Biryani,4,100,23,0,0,0,0,1,0,Guntur
Behrouz Biryani,4,100,28,0,0,0,0,1,0,Trivandrum
Behrouz Biryani,4,150,39,0,0,0,0,1,0,Vellore
Behrouz Biryani,4,400,36,0,0,0,0,1,0,Puducherry
Behrouz Biryani,4,450,30,0,0,0,0,1,0,Ludhiana
Behrouz Biryani,4.1,50,29,0,0,0,0,1,0,Vadodara
Behrouz Biryani,4.1,100,25,0,0,0,0,1,0,Udaipur
Behrouz Biryani,4.1,100,27,0,0,0,0,1,0,Palakkad
Behrouz Biryani,4.1,100,32,0,1,0,0,1,0,NCR
Behrouz Biryani,4.1,100,33,0,0,0,0,1,0,Bangalore
Behrouz Biryani,4.1,100,45,0,0,0,0,1,0,Surat
Behrouz Biryani,4.1,150,24,0,0,0,0,1,0,Salem
Behrouz Biryani,4.1,150,31,0,0,0,0,1,0,Goa
Behrouz Biryani,4.1,200,30,0,0,0,0,1,0,Tirunelveli
Behrouz Biryani,4.1,300,17,0,0,0,0,1,0,Aligarh
Behrouz Biryani,4.1,300,29,0,0,0,0,1,0,Madurai
Behrouz Biryani,4.2,50,30,0,0,0,0,1,0,Varanasi
Behrouz Biryani,4.2,100,22,0,0,0,0,1,0,Nashik
Behrouz Biryani,4.2,100,23,0,0,0,0,1,0,Jalandhar
Behrouz Biryani,4.2,100,30,0,0,0,0,1,0,Kanpur
Behrouz Biryani,4.2,100,32,0,0,0,0,1,0,Meerut
Behrouz Biryani,4.2,100,39,0,0,0,0,1,0,Trichy
Behrouz Biryani,4.2,150,28,0,0,0,0,1,0,Mumbai
Behrouz Biryani,4.2,200,32,0,1,0,0,1,0,Delhi NCR
Behrouz Biryani,4.2,250,21,0,0,0,0,1,0,Amritsar
Behrouz Biryani,4.2,350,31,0,0,0,0,1,0,Jaipur
Behrouz Biryani,4.2,400,24,0,0,0,0,1,0,Pune
Behrouz Biryani,4.2,450,32,0,0,0,0,1,0,Jodhpur
Behrouz Biryani,4.2,450,33,0,0,0,0,1,0,Indore
Behrouz Biryani,4.3,50,21,0,0,0,0,1,0,Bareilly
Behrouz Biryani,4.3,100,22,0,0,0,0,1,0,Allahabad
Behrouz Biryani,4.3,100,23,0,0,0,0,1,0,Ahmedabad
Behrouz Biryani,4.3,100,25,0,0,0,0,1,0,Bhopal
Behrouz Biryani,4.3,100,29,0,0,0,0,1,0,Belgaum
Behrouz Biryani,4.3,100,51,0,0,0,0,1,0,Dehradun
Behrouz Biryani,4.3,150,29,0,0,0,0,1,0,Lucknow
Behrouz Biryani,4.3,150,35,0,0,0,0,1,0,Mangalore
Behrouz Biryani,4.3,150,36,0,0,0,0,1,0,Kolkata
Behrouz Biryani,4.3,200,26,0,0,0,0,1,0,Agra
Behrouz Biryani,4.3,200,36,0,0,0,0,1,0,Jabalpur
Behrouz Biryani,4.3,250,36,0,0,0,0,1,0,Chennai
Behrouz Biryani,4.3,400,28,0,0,0,0,1,0,Patna
Behrouz Biryani,4.3,400,35,0,0,0,0,1,0,Ranchi
Behrouz Biryani,4.3,450,29,0,0,0,0,1,0,Raipur
Behrouz Biryani,4.4,150,30,0,0,0,0,1,0,Jamshedpur
Behrouz Biryani,4.4,200,44,0,0,0,0,1,0,Guwahati
Behrouz Biryani,4.4,250,45,0,0,0,0,1,0,Hyderabad
Behrouz Biryani,4.5,100,27,0,0,0,0,1,0,Kota
Behrouz Biryani,4.5,400,22,0,0,0,0,1,0,Chandigarh
Behruz Biryani,3.4,100,21,0,0,0,0,1,0,Gaya
Beijing,4.1,150,34,0,0,0,0,0,0,Kolkata
Beijing Bites,3.9,150,56,0,0,1,0,0,0,Hyderabad
Beijing Bites,4.1,100,34,0,0,0,0,0,0,Raipur
Beijing Bites,4.3,250,34,0,0,0,0,0,0,Siliguri
Beijing Bowls,4,400,23,0,0,0,0,0,0,Jodhpur
Beijing Eatery,3.4,150,35,0,0,0,0,0,0,Salem
Beijing Panda,2.9,150,28,0,0,1,0,0,0,Meerut
Being Hunger,3.4,100,58,0,1,0,0,0,0,Patna
Beles Ashok Dugdhalaya,4.5,150,38,1,0,0,1,0,0,Mumbai
Belfrance Bakers & Chocolatiers,4.2,300,28,0,0,1,0,0,1,Ludhiana
Belgian Burger Waffle,3.6,100,48,0,0,1,0,0,0,Chennai
Belgian Style Waffle,2.9,200,42,0,0,0,0,0,0,Bhavnagar
Belgian Waffle,3.9,350,34,0,0,0,0,0,0,Ahmedabad
Belgian Waffle Factory,3.7,150,38,0,0,0,0,0,0,Surat
Belgian Waffle Factory,4.1,200,35,0,0,0,0,0,0,Jodhpur
Belgian Waffle Junction,3.4,150,35,0,0,0,0,0,0,Kolkata
Belgian Waffles & Crepes,3.6,300,42,0,0,0,0,0,0,Tirunelveli
Belgium Bakers,3.8,150,29,0,0,0,0,0,1,Jamshedpur
Belgium Waffle,3.7,150,36,0,0,0,0,0,0,Lucknow
Belgium Waffle,3.7,150,38,0,0,0,0,0,0,Lucknow
Beliram Degchiwala,4.2,200,43,0,1,0,0,0,0,NCR
Bell Bee,3.8,100,24,0,0,1,0,0,0,Gaya
Bell Pepper,3.9,250,58,0,0,0,0,0,0,Guwahati
Bell Pepper,4.1,100,36,1,1,1,1,0,0,Jabalpur
Bella Bella,3.9,200,32,0,0,0,0,0,0,Jamshedpur
Bella Cibo,3.7,200,44,0,0,0,0,0,0,Jodhpur
Bella Pitsa,3.8,200,48,0,0,1,0,0,0,Guwahati
Bella Vita Pizzeria,4,200,49,0,0,0,0,0,0,Bhopal
Belle Cake Crafts,4,100,18,0,0,0,0,0,1,Rajkot
Belly Filler,4,100,54,0,1,1,0,0,1,NCR
Belly Foods,3.6,150,23,0,1,1,0,0,0,Kota
Belly’s Stone Factory,3.7,200,13,0,0,0,0,0,0,Vijayawada
Belly's Thick Shake,4.5,150,24,0,0,1,1,0,0,Coimbatore
Beloved Bakers,4.2,150,46,0,0,1,0,0,1,Agra
Benam Chicken Biryani,4,250,42,0,0,0,0,1,0,Allahabad
Bengal Dhaba,4,150,46,0,1,0,0,0,0,Kolkata
Bengal Eatery,3.9,100,35,0,1,0,0,1,0,Vadodara
Bengal Garden,3.4,100,47,0,1,0,0,0,0,Guwahati
Bengal Kitchen,4.1,200,22,0,1,0,0,1,0,Asansol
Bengal Sweet Corner,4.2,250,44,1,1,1,0,0,0,Delhi NCR
Bengal Sweet Corner,4.3,150,40,1,1,1,0,0,0,NCR
Bengal Sweets,4.1,100,14,0,0,0,1,0,0,Rajkot
Bengal Sweets,4.2,100,19,0,0,0,1,0,0,Bhubaneswar
Bengal Sweets & Snacks,3.9,100,35,0,0,0,1,0,0,Kolkata
Bengal Sweets Palace,4,100,26,0,0,0,1,0,0,Meerut
Bengali Express,3.5,400,68,0,1,0,0,0,0,Kolkata
Bengali Fast Food - Home Kitchen,4,150,35,0,0,1,0,0,0,Dehradun
Bengali Fish Curry & Biryani Corner,3.4,150,34,0,0,0,0,1,0,Varanasi
Bengali Fun Foods,4.1,200,55,0,1,0,0,1,0,Bangalore
Bengali Home Style Food,3.7,200,44,0,1,0,0,0,0,Siliguri
Bengali Kitchen,3.6,200,36,0,1,0,0,1,0,Guwahati
Bengali Sweet Centre,4.2,150,51,1,1,1,0,0,0,Delhi NCR
Bengali Sweet Centre,4.2,200,49,1,1,1,0,0,0,NCR
Bengali Sweet Corner,4.1,250,40,1,1,0,1,0,0,NCR
Bengali Sweet Corner,4.1,300,49,1,1,0,1,0,0,Delhi NCR
Bengali Sweet House,4.1,150,20,1,1,0,1,0,0,NCR
Bengali Sweet Shop - Since 1930,4.2,350,25,0,0,0,0,0,0,Dehradun
Bengla Sweet House,3.9,100,31,0,0,0,1,0,0,Varanasi
Beni Sweets Corner & Restaurant,4.2,100,38,1,1,0,1,1,0,NCR
Benne Dosa Darbar,4.3,50,26,1,0,0,0,0,0,Belgaum
Bento,3.7,150,45,0,0,1,0,0,0,Indore
Bentoz Pizza - By WarmOven,2.8,200,28,0,0,1,0,0,0,Bhubaneswar
Benzoz Pizza,3.5,250,34,0,0,0,0,0,0,Patna
Benzy's Family Restaurant,4,150,46,1,1,0,0,0,0,Mumbai
Benzz Park,4,100,40,1,1,0,0,1,0,Vellore
Beond Burger,4,150,41,0,0,1,0,0,0,Indore
Bera Samosa,4.4,200,37,0,1,1,1,1,0,Ahmedabad
Bera Samosa Corner,4.2,150,29,0,0,0,1,0,0,Ahmedabad
Berco's - If You Love Chinese,3.8,150,38,0,0,0,0,0,0,Bhopal
Berco's - If You Love Chinese,4.2,50,39,0,0,0,0,0,0,Delhi NCR
Berco's - If You Love Chinese,4.2,150,34,0,0,0,0,0,0,NCR
Berco's - If You Love Chinese,4.2,200,31,0,0,0,0,0,0,Patna
Berco's - If You Love Chinese,4.2,350,42,0,0,0,0,0,0,Dehradun
Berco's - If You Love Chinese,4.3,100,27,0,0,0,0,0,0,Agra
Berco's - If You Love Chinese,4.3,200,44,0,0,0,0,0,0,Guwahati
Bercos Pizza Town,3.4,12,46,0,0,0,0,0,0,NCR
Berdy's Barbeque,3.9,200,20,0,0,0,0,0,0,Patiala
Berlin Burgers,4.1,150,52,0,0,1,0,0,0,Kolkata
Berlin Kaffeehaus,4.3,150,25,0,0,0,0,0,1,Siliguri
Berojgaar Chaiwala,3.7,150,21,0,0,1,1,0,0,Allahabad
Berojgar Engineers,3.7,150,66,0,0,1,0,0,0,Pune
Berozgaar Cafe,3.5,100,29,0,0,1,1,0,0,Jodhpur
Berozgar Cafe,4,250,33,0,1,0,1,1,0,Patna
Berries Veg & Non Veg Restaurant,3.5,200,27,0,1,0,1,1,0,Udaipur
Berry Bake Shop,4.1,100,40,0,0,0,0,0,1,Bhubaneswar
Berunath Sandwich Dosa And Paratha,3.8,50,25,1,1,0,0,0,0,Indore
Best Belgian Waffle,4,150,40,0,0,0,0,0,0,Bhopal
Best Belgian Waffle,4.3,200,37,0,0,0,0,0,0,Pune
Best Belgian Waffle,4.3,200,41,0,0,0,0,0,0,Hyderabad
Best Bites,3.8,400,30,0,0,1,0,0,0,Trichy
Best Cake Bakers,4,100,30,0,0,1,0,0,1,Agra
Best Cake House,4,100,26,0,0,0,0,0,1,Gaya
Best Hygienic Foods,3.8,100,43,1,1,0,0,0,0,Palakkad
Best In Town,3.5,200,37,0,0,1,1,0,0,Bareilly
Best In Town,3.6,100,40,0,1,0,0,0,0,Chandigarh
Best In Town,4.3,200,32,0,0,1,0,0,0,Dehradun
Best Mexican World,4.3,150,54,0,0,0,0,0,0,Surat
Best Muradabadi Chicken Corner,3.6,250,21,0,0,0,0,0,0,Jalandhar
Best Of India Family Restaurant,4.1,50,46,1,1,0,1,1,0,Dehradun
Best Pizza In Town,3.6,150,55,0,0,1,0,0,0,Amritsar
Best Punjabi Dhaba,3,150,31,0,1,1,0,0,0,Amritsar
Best Snacks & Sweets,3.9,250,37,0,0,1,0,0,1,Trivandrum
Best Western Bliss,4.2,150,33,0,1,0,0,0,0,Kanpur
Best Western Plus,4.1,150,33,0,1,1,0,1,0,Indore
Best Western Ramachandra,4.4,100,22,1,1,0,0,0,0,Visakhapatnam
Best Western Yuvraj Hotel,4.2,200,49,1,1,1,0,0,0,Surat
Bethak Cafe & Food,4,150,41,0,1,1,0,0,0,Junagadh
Better Bites Resto Cafe,4.1,100,31,0,1,0,0,1,0,Mangalore
Between Bread,3.6,100,40,0,0,1,0,0,0,Ahmedabad
Between The Bread,4,300,43,0,0,1,0,0,0,Kolkata
Between The Bread,4.2,350,42,0,0,1,0,0,0,Chennai
Between Your Buns,4.1,100,41,0,0,1,0,0,0,Pune
Beville By Weds & More,4.1,200,41,0,0,0,0,0,1,NCR
Bewafa Food,3.7,100,35,0,0,1,0,0,0,Guwahati
Beyond Bajji The Cafe,4.3,200,25,1,0,0,0,0,0,Vijayawada
Beyond Frosting,3.6,100,31,0,0,0,0,0,1,Nagpur
Beyond Loaf,4.6,200,27,0,0,0,0,0,1,Chennai
Beyond Temptation,3.1,100,31,0,0,1,0,0,0,Kolhapur
Beyond Temptation,3.4,150,30,0,0,0,0,0,0,Jamshedpur
Beyond Temptation,3.8,100,40,0,0,1,1,0,0,Indore
Beyond Temptation,3.8,300,30,1,0,0,1,0,0,Jamshedpur
Beyond Temptation,4.1,150,36,0,0,0,0,0,0,Nagpur
Beyond Temptation Camp,3.6,100,18,0,0,1,1,0,0,Amravati
Beyond The Slice,3.4,100,43,0,0,0,0,0,1,Agra
Beyrut Classy Dine,4.1,250,23,0,1,0,0,1,0,Bhubaneswar
Beyrut- On The Go,4,50,37,0,1,0,0,1,0,Bhubaneswar
Bey's Kitchen,4.2,100,43,0,1,0,0,1,0,Mumbai
Bezawada Bhavan The Family Restuarant,3.8,350,22,0,1,0,0,1,0,Vijayawada
Bezawada Dhaba,3.6,200,28,0,1,0,0,1,0,Vijayawada
Bezawada Vari Falooda,3.9,200,25,0,0,0,0,0,0,Vijayawada
Bezor Fast food,4.1,150,32,0,0,1,0,0,0,Gorakhpur
BFC - Best Fried Chicken,3.1,300,47,0,0,0,0,0,0,Trivandrum
BFC - Best Fried Chicken,4.2,300,38,0,0,1,0,0,0,Allahabad
BGM Cake Of The Day,4,200,21,0,0,0,0,0,1,Belgaum
BG's Cafe,3.7,100,35,0,0,0,0,0,0,NCR
BH Pizza Hub,4.3,250,26,0,0,0,0,0,0,Thrissur
Bhaaja Fry - Bengali Snacks,4.1,150,48,0,0,0,1,0,0,Kolkata
Bhabha Dining Hall,3.7,50,29,0,1,0,0,0,0,Rajkot
Bhabhi Ji Ki Rasoi,3.6,150,22,1,1,1,0,0,0,Ajmer
Bhabhi Ji Pizza & Fast Food,3.4,50,50,0,0,0,0,0,0,Kanpur
Bhabhi's Kitchen,4.3,200,33,0,1,0,0,1,0,Patna
Bhadait Misal,4.4,200,26,0,0,0,1,0,0,Pune
Bhadawar Hotel,4,100,23,0,1,1,0,0,0,Agra
Bhagaban Sahu Sweets & Snacks,3.5,100,30,1,0,0,1,0,0,Cuttack
Bhagat Halwai,4,100,35,1,0,1,1,0,1,Agra
Bhagat Halwai,4,500,31,1,0,1,1,0,0,Agra
Bhagat Halwai,4.1,100,28,1,1,1,1,0,0,Agra
Bhagat Halwai,4.2,50,27,1,0,1,1,0,0,Agra
Bhagat Kachori Samosa,4.5,100,28,0,0,0,1,0,0,Ahmedabad
Bhagat Paan Bhandar,4.4,250,30,0,0,0,0,0,0,Jaipur
Bhagat Pavbhajiwala,4.4,100,19,0,0,1,1,0,0,Rajkot
Bhagat Snacks & Food,4.4,350,29,0,1,0,0,0,0,Chandigarh
Bhagawan Sahu Express,4.1,100,29,0,1,0,0,0,0,Cuttack
Bhagsu Fast Food And Bakers,4.1,200,27,0,0,1,0,0,1,Dharamshala
Bhagvati Restaurant,3.1,50,46,0,0,0,0,0,0,Rajkot
Bhagwan Cake And Bake,3.5,250,39,0,0,0,0,0,1,Agra
Bhagwan Cake Corner,3.4,300,30,0,0,0,0,0,1,Agra
Bhagwan Cake House,3.4,200,22,0,0,0,0,0,1,Agra
Bhagwan Corner Cakes And Pastries,3.3,50,45,0,0,0,0,0,1,Agra
Bhagwan Das Prahlad Das & Sons,4.2,150,18,0,0,0,0,0,0,Allahabad
Bhagwan Das Prahlad Das Naivedh Misthan,3.9,200,39,1,1,1,0,0,0,Allahabad
Bhagwan Das Prahlad Das Naivedya Misthan,3.8,150,38,0,0,0,1,0,0,Allahabad
Bhagwathi Mohan's Bhojanalaya,4.1,100,26,0,1,0,0,0,0,Madurai
Bhagwati Fancy Dhosa And Pav Bhaji,4.1,150,42,1,0,0,1,0,0,Surat
Bhagwati Pav Bhaji,4.3,250,36,0,0,0,1,0,0,Udaipur
Bhagwati Vadapav,3.2,350,21,0,0,0,1,0,0,Nashik
Bhagya Laxmi,4.2,100,54,0,1,0,0,0,0,Kolkata
Bhagyalakshmi Dhaba,4.3,150,25,0,1,0,0,1,0,Hyderabad
Bhai Bhai Dabeli,4.2,100,18,0,0,0,0,0,0,Vadodara
Bhai Bhai Dabeli And Fast Food,4.1,50,31,0,0,0,1,0,0,Vadodara
Bhai Bhai Dabeli Wala,4.2,400,23,0,0,0,1,0,0,Vadodara
Bhai Bhai Dabeliwala,4,100,29,0,0,0,1,0,0,Vadodara
Bhai Bhai Dabeliwala (Panigate Wala),4.2,100,21,0,0,1,0,0,0,Vadodara
Bhai Bhai Kacchi Dabeliwada,4.1,400,29,0,0,0,1,0,0,Vadodara
Bhai Bhai Omelette Center,4.1,350,28,0,1,1,1,0,0,Surat
Bhai Bhai Omlet,4,150,31,0,1,1,1,0,0,Vadodara
Bhai Bhai Omlette Center,4,100,40,0,1,0,1,0,0,Surat
